,logFC,AveExpr,t,P.Value,adj.P.Val,B
GeneID:6334,0.007664014,3.274415813,0.016773216,0.986662088,0.996893048,-5.609231553
GeneID:6335,0.203799674,4.420710469,0.442308354,0.659539285,0.90324853,-5.657925331
GeneID:6336,-0.811640725,-4.709663367,-1.547735851,0.125896419,0.794126015,-4.375886257
GeneID:6337,-1.401690732,0.685546685,-2.508151024,0.014298212,0.535781919,-3.011105096
GeneID:6338,-0.830799052,-0.03249858,-1.557618584,0.123534639,0.794126015,-4.369162273
GeneID:6339,0.273591852,0.529520114,1.026163879,0.308113396,0.794126015,-4.900114125
GeneID:634,-0.194349019,5.693158354,-0.467205796,0.641707502,0.898396838,-5.756846096
GeneID:6340,-1.162869582,-3.554341341,-1.667537433,0.099579104,0.768406856,-4.229989022
GeneID:6341,0.148472994,5.142490254,1.46401822,0.147368883,0.794126015,-4.838542986
GeneID:6342,-0.311908024,6.950174237,-2.738630371,0.007703456,0.493833907,-2.584500269
GeneID:6343,-0.00216881,-3.314276444,-0.007477816,0.994053481,0.998338742,-5.141766621
GeneID:6344,-0.283523032,-1.766096149,-0.730816851,0.467168526,0.844361569,-4.975823188
GeneID:6345,0.163897065,-2.466805664,0.543576038,0.588345758,0.881650133,-5.041521413
GeneID:6346,0.679806174,-5.114942665,1.800934208,0.07573407,0.725224228,-4.082265806
GeneID:6347,0.149183517,4.079460153,0.51566828,0.607603267,0.88837052,-5.589139791
GeneID:6348,0.464983078,4.266577033,1.295452525,0.199138227,0.794126015,-4.978647073
GeneID:6349,0.958344116,2.787379071,2.688572217,0.008837442,0.508516989,-2.591523684
GeneID:635,0.105476589,-2.109363769,0.254213415,0.800026524,0.946936567,-5.125909033
GeneID:6351,0.845635781,4.403131157,2.072072895,0.041697351,0.649713236,-3.849492991
GeneID:6352,0.938507255,3.350981816,2.140323013,0.035580571,0.636543935,-3.669329145
GeneID:6354,0.324208272,-3.106673141,0.649061776,0.518281589,0.857024992,-4.996896376
GeneID:6355,0.141527447,0.355005047,0.312681851,0.755390362,0.935111181,-5.246847955
GeneID:6356,0.584713307,-1.88071654,0.889736873,0.376452912,0.806699813,-4.888187776
GeneID:6357,-0.886803381,-1.092418763,-1.783686276,0.078520844,0.730755751,-4.098497126
GeneID:6358,-0.075686067,2.495576465,-0.189648425,0.850097082,0.962267394,-5.495729948
GeneID:6359,-0.537148549,-3.54266777,-1.008651603,0.316385617,0.794126015,-4.812417143
GeneID:636,0.288398526,6.249977727,1.468611318,0.146121085,0.794126015,-4.910669838
GeneID:6360,-0.337689424,-4.011430866,-0.793703268,0.429872805,0.837830934,-4.960292103
GeneID:6361,-0.053237591,-1.606626115,-0.138790013,0.889988163,0.971772146,-5.157447669
GeneID:6362,-0.961410892,1.630527042,-1.549260841,0.125529652,0.794126015,-4.442584906
GeneID:6363,0.094811541,1.650225634,0.160412874,0.872987222,0.968100374,-5.402391637
GeneID:6364,0.337922127,-0.552492905,0.638348975,0.525191439,0.859301175,-5.071783952
GeneID:6366,0.451057979,1.150190849,0.667702628,0.506373351,0.851301254,-5.185261158
GeneID:6367,-0.185746328,-1.708352539,-0.355497193,0.723215267,0.924822504,-5.116746688
GeneID:6368,-0.086012435,-2.403793727,-0.187046381,0.852129452,0.962797092,-5.129561862
GeneID:6369,0.321341071,-1.901081543,0.661292072,0.510451948,0.853694234,-5.006511339
GeneID:637,-0.120385007,1.673791984,-0.787444479,0.433503784,0.839097254,-5.159047199
GeneID:6370,0.515989191,-4.728674819,1.176464119,0.243130867,0.794126015,-4.727350607
GeneID:6372,-0.158081635,-4.66916592,-0.273035817,0.785576263,0.943504075,-5.199328076
GeneID:6373,1.044664521,0.652490562,1.995967651,0.049569135,0.671947191,-3.823817164
GeneID:6374,-0.459130185,-3.124462251,-0.580286626,0.563461169,0.873318399,-5.027811183
GeneID:6375,0.381962515,-0.606947653,0.742451038,0.460133672,0.843938603,-5.017823562
GeneID:6376,0.645806981,1.077942072,2.043025545,0.04456442,0.661605016,-3.756863439
GeneID:638,-0.243669323,-1.627766208,-0.688311158,0.493380887,0.848846751,-5.00032932
GeneID:6382,-0.375882226,1.818498197,-1.048306057,0.297864885,0.794126015,-4.977662382
GeneID:63826,0.041510178,5.023833263,0.39852644,0.69137475,0.915027688,-5.729462553
GeneID:63827,-0.160215114,2.764937217,-0.238981935,0.811771571,0.949425436,-5.519127615
GeneID:6383,-0.146729893,3.845818819,-0.388276784,0.698911428,0.918254182,-5.6104962
GeneID:6385,0.121964579,3.680892532,0.464799011,0.643422304,0.898901389,-5.566492671
GeneID:6386,-0.061787368,9.254302447,-0.231300209,0.817711591,0.950903967,-6.10290563
GeneID:6387,0.113051112,5.315974465,0.389728865,0.697841834,0.918202362,-5.758816421
GeneID:63874,-0.197355099,3.042525982,-1.566519516,0.121437814,0.794126015,-4.528531717
GeneID:63875,-0.091616138,2.265875635,-0.589809368,0.557091633,0.872464557,-5.336877137
GeneID:63876,-0.028579225,3.730000056,-0.060870839,0.951624027,0.987068854,-5.663841589
GeneID:63877,0.070811763,4.230790934,0.685930523,0.494872378,0.848846751,-5.512048183
GeneID:6388,-0.089072337,3.079152969,-0.729681349,0.467858376,0.84446401,-5.352814816
GeneID:6389,-0.111699005,7.753431633,-0.869911034,0.387125314,0.813552213,-5.661038228
GeneID:63891,-0.166611528,6.204079216,-1.661723149,0.100743894,0.771448465,-4.629907578
GeneID:63892,0.133582965,6.705471424,1.481763007,0.142593793,0.794126015,-4.922156618
GeneID:63893,-0.15770472,4.154643695,-1.01561646,0.313078004,0.794126015,-5.249447485
GeneID:63894,-0.084853975,6.208146593,-0.973396069,0.333486245,0.794126015,-5.460601683
GeneID:63895,0.666562198,5.616691519,1.751649362,0.083922949,0.739071683,-4.459969654
GeneID:63897,-0.023915671,4.505391888,-0.260690052,0.795046142,0.94553873,-5.720909632
GeneID:63898,-0.102397529,2.226699145,-0.254221453,0.800020337,0.946936567,-5.450358382
GeneID:63899,0.101336752,4.075698406,1.13159408,0.26141119,0.794126015,-5.134081278
GeneID:639,0.41402363,4.750430984,1.457254758,0.149221406,0.794126015,-4.819911313
GeneID:6390,-0.084300718,6.703389686,-0.552508078,0.582243595,0.880310847,-5.797979984
GeneID:63901,-0.010748716,5.695734047,-0.057241302,0.954505242,0.988028306,-5.859918176
GeneID:63904,0.373898228,-6.376959902,1.521404818,0.132364366,0.794126015,-4.461478603
GeneID:63905,-0.025001073,2.522759755,-0.184735363,0.853935351,0.963488887,-5.502138939
GeneID:63906,-0.181774417,3.201955236,-1.716120312,0.090269087,0.751272546,-4.335020486
GeneID:63908,0.03800604,3.180726688,0.295769291,0.768223817,0.938916251,-5.561973411
GeneID:6391,-0.143046643,5.748312066,-1.011809581,0.314883004,0.794126015,-5.390276327
GeneID:63910,0.506557253,2.556324141,1.327001408,0.188535006,0.794126015,-4.783755923
GeneID:63914,-0.355021693,-1.868282575,-1.216914393,0.227453167,0.794126015,-4.655723266
GeneID:63915,0.262051178,2.886976028,1.886366057,0.063117636,0.701205297,-4.062695649
GeneID:63916,-0.054193954,5.811077046,-0.522440886,0.602903567,0.886892853,-5.74360102
GeneID:63917,0.069284221,5.263062717,0.644514921,0.521208484,0.85761689,-5.633040524
GeneID:6392,-0.207765903,4.814982951,-1.896987825,0.061680513,0.698207009,-4.169084179
GeneID:63920,-0.034059925,1.713664517,-0.186550053,0.852517231,0.962969953,-5.402686552
GeneID:63922,-0.25753615,2.367062746,-0.905154541,0.368282754,0.801525339,-5.148085198
GeneID:63923,-0.955359027,-0.424418365,-1.96423018,0.053209716,0.680892814,-3.869939242
GeneID:63924,-0.654520772,-1.557684153,-1.402186384,0.164986022,0.794126015,-4.498806799
GeneID:63925,-0.07629677,4.703814764,-0.645184144,0.520777149,0.857597912,-5.580835393
GeneID:63926,-0.268703295,0.863838025,-0.837367288,0.405047194,0.824200664,-5.054553825
GeneID:63928,-2.377874693,-4.116061953,-3.516725431,0.000745504,0.430342925,-1.185081633
GeneID:63929,-0.075177172,5.859829589,-0.620512863,0.536801673,0.863231073,-5.694828415
GeneID:63930,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:63931,0.072362833,0.69133313,0.506091989,0.614276818,0.890757858,-5.214093396
GeneID:63932,0.037293098,4.328681418,0.340579848,0.734372271,0.928438017,-5.681969248
GeneID:63933,0.097705303,4.846871939,0.596169239,0.552857684,0.871430084,-5.623868027
GeneID:63934,-0.783570073,1.263098522,-1.80255102,0.075477113,0.724824175,-4.102306893
GeneID:63935,-0.151747204,4.58643199,-1.347237283,0.181961084,0.794126015,-4.939234741
GeneID:63939,-0.03708731,2.930892316,-0.285295479,0.776204349,0.941919606,-5.533305196
GeneID:63940,0.376402428,1.683863723,1.85557295,0.067444355,0.711911262,-4.047595967
GeneID:63941,-0.034591683,1.957290587,-0.168056578,0.866991234,0.966427606,-5.43440223
GeneID:63943,-0.182737755,2.290585768,-0.993089779,0.323860177,0.794126015,-5.072168799
GeneID:63946,-0.04140386,-6.228201093,-0.150035647,0.881139341,0.970122377,-5.349162507
GeneID:63947,0.224888611,-6.545310037,0.98518934,0.327699426,0.794126015,-4.994881855
GeneID:63948,0.107006687,-6.565781303,0.497070232,0.620593887,0.892888814,-5.284902728
GeneID:63950,0.182222361,-6.440278892,0.62406906,0.534476335,0.862390674,-5.218397235
GeneID:63951,-0.59383781,1.874606993,-0.772879628,0.442023153,0.843938603,-5.187408228
GeneID:6396,-0.04184612,5.726665202,-0.468680315,0.640657887,0.898173364,-5.76125673
GeneID:63967,-0.296868777,4.900796755,-1.169181213,0.246034004,0.794126015,-5.164596162
GeneID:6397,-0.010018441,6.290943258,-0.074275052,0.940989321,0.985180538,-5.907496242
GeneID:63970,-0.500024065,-3.830889465,-0.973931071,0.333222278,0.794126015,-4.844941275
GeneID:63971,0.182594128,7.463526727,0.984717812,0.327929516,0.794126015,-5.54272928
GeneID:63973,0.030435911,-6.16104233,0.109478937,0.913115095,0.97766866,-5.347312338
GeneID:63974,-0.025853745,-6.286295563,-0.084969486,0.932512112,0.983027984,-5.35989936
GeneID:63976,0.106433632,-1.057082391,0.259639552,0.795853379,0.945847001,-5.164865426
GeneID:63977,0.04789019,4.070393719,0.313950218,0.75443063,0.934900974,-5.662192163
GeneID:63978,-0.000682087,-6.07067794,-0.002252626,0.998208648,0.999412093,-5.344572218
GeneID:63979,0.022383581,3.55271069,0.156156445,0.876329366,0.968964512,-5.635842493
GeneID:6398,0.132362894,0.783296875,0.397350683,0.692237731,0.915406644,-5.260682244
GeneID:63982,-0.535507967,0.228374832,-0.979203812,0.330628097,0.794126015,-4.910598201
GeneID:6399,0.143588874,2.837019597,1.060360623,0.292384194,0.794126015,-5.075964888
GeneID:640,0.972509639,2.272722245,1.747098223,0.084714706,0.740017251,-4.234038166
GeneID:6400,0.147819583,6.318689893,1.174647764,0.243852599,0.794126015,-5.270766541
GeneID:64002,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:64005,0.291627748,3.522781658,0.890363978,0.376118385,0.806346636,-5.29580873
GeneID:6401,-0.391815947,0.5176696,-0.873537904,0.385158995,0.812716689,-5.003750248
GeneID:6402,0.693866485,3.777559638,1.730593778,0.087637831,0.74386724,-4.364784591
GeneID:6403,-0.098643873,1.730002347,-0.294380902,0.769280283,0.939344907,-5.382624377
GeneID:6404,0.375949365,4.490431857,1.234599353,0.220834699,0.794126015,-5.06557836
GeneID:6405,-0.591435331,2.697207064,-1.988020909,0.050460104,0.672893072,-3.885301102
GeneID:6406,0.113001941,-5.71921711,0.328725114,0.743279794,0.93103195,-5.270790382
GeneID:64061,0.263184523,6.377863064,1.281660768,0.203910722,0.794126015,-5.154653241
GeneID:64062,0.150897002,7.393961656,1.405644063,0.163959948,0.794126015,-5.068646685
GeneID:64063,-0.636576634,-3.030673286,-1.033775373,0.304563891,0.794126015,-4.784694061
GeneID:64064,0.017749871,-2.24555767,0.036755692,0.970777481,0.992908218,-5.143953417
GeneID:64065,-0.727720788,3.773004089,-1.338890597,0.184651304,0.794126015,-4.87008275
GeneID:64066,-1.769918153,-3.649470218,-2.901935546,0.004866366,0.447240679,-2.430017854
GeneID:64067,0.654369122,2.46529589,1.696151439,0.094005507,0.758370797,-4.316773452
GeneID:6407,-0.249598545,-5.433134717,-0.491577389,0.624454065,0.894076914,-5.197794586
GeneID:64072,-0.020884543,3.948948459,-0.087394992,0.930590525,0.982689741,-5.68815183
GeneID:64073,-1.878860134,-0.973818052,-3.148241499,0.002357925,0.431261685,-1.972626648
GeneID:64077,-0.01508054,1.83169088,-0.075596266,0.939941639,0.984817402,-5.429082257
GeneID:64078,-1.015941289,0.305688581,-1.899418335,0.061355578,0.696970309,-3.955721741
GeneID:64080,0.000931062,0.286790537,0.004297926,0.996582176,0.999039592,-5.276388706
GeneID:64081,-0.086286296,1.643013187,-0.37593494,0.708026784,0.921148441,-5.34970491
GeneID:64083,0.212970335,5.590565204,2.180385069,0.032366559,0.626372094,-3.712724279
GeneID:64084,-0.645964282,0.673153101,-1.566252371,0.12150033,0.794126015,-4.380503607
GeneID:64087,0.042385272,7.290114315,0.348338111,0.728562383,0.926946784,-5.930007056
GeneID:64089,0.052497159,3.071714819,0.443296711,0.658827551,0.902940093,-5.501037693
GeneID:64090,0.173591276,-4.359299299,0.438290695,0.662435705,0.904638998,-5.131617042
GeneID:64091,0.429043415,1.015187685,2.333697621,0.02229376,0.583514236,-3.291834754
GeneID:64092,0.520045585,4.279570063,1.682321619,0.096666661,0.762402753,-4.473101942
GeneID:64093,-0.038620658,0.614086392,-0.075702271,0.939857585,0.984817402,-5.302490619
GeneID:64094,-0.230341091,2.868527199,-0.747507227,0.45709529,0.843938603,-5.313137007
GeneID:64096,0.139029148,-6.577559038,0.655340424,0.514254202,0.855173299,-5.212605704
GeneID:64097,-0.114851559,4.107856841,-0.451660848,0.652817058,0.901584013,-5.615897844
GeneID:64098,0.199686312,4.558907704,0.701940692,0.484889324,0.848278462,-5.53515048
GeneID:641,0.105425164,5.454751069,0.546263351,0.586506679,0.881210396,-5.704055017
GeneID:64100,0.017317129,-6.074072827,0.053630552,0.957372146,0.988720223,-5.343429004
GeneID:64101,-0.027721867,3.598946089,-0.157786106,0.875049489,0.968725207,-5.638347055
GeneID:64102,-0.062492936,-2.40962735,-0.114466721,0.909173783,0.976903687,-5.136788303
GeneID:64105,0.18208752,3.592069508,0.857638494,0.393825111,0.816956639,-5.328196623
GeneID:64106,0.898500323,-3.969374498,2.223608522,0.029186267,0.617210196,-3.529500395
GeneID:64108,0.491288302,2.345898173,1.540011468,0.127767264,0.794126015,-4.513740201
GeneID:64109,0.653416047,-4.750141469,1.572473393,0.120051156,0.794126015,-4.345598612
GeneID:64110,0.029655852,3.431639678,0.178796619,0.858579624,0.96458585,-5.61737486
GeneID:64111,-0.137350885,-6.433701095,-0.601360165,0.549413907,0.869346574,-5.231245382
GeneID:64112,-0.104946345,2.940354081,-0.671670502,0.503857651,0.850934377,-5.371021302
GeneID:64114,0.034719644,6.407368495,0.223171937,0.82400855,0.953143756,-5.895686716
GeneID:64115,0.116885912,1.341745713,0.414880199,0.67941426,0.910750586,-5.308804695
GeneID:64116,0.175466967,4.338573484,0.917571717,0.36178512,0.797572922,-5.356453084
GeneID:64118,-0.14888692,4.209185997,-1.063750465,0.290855504,0.794126015,-5.210769777
GeneID:64121,-0.007446481,5.151435231,-0.053017013,0.957859347,0.988920977,-5.812907113
GeneID:64122,-0.106204496,4.700614385,-0.473933689,0.63692432,0.897330288,-5.666666001
GeneID:64123,-0.164463405,4.000147361,-0.806243646,0.422652077,0.833611295,-5.404550625
GeneID:64127,0.314495496,4.061140406,0.997726758,0.321620795,0.794126015,-5.262822
GeneID:64129,-0.298827923,2.44842861,-1.268919197,0.208394792,0.794126015,-4.827035533
GeneID:641298,0.016930828,6.292355985,0.118688746,0.905839347,0.97601549,-5.903702154
GeneID:64130,-0.19923807,0.124316066,-1.107763874,0.27150464,0.794126015,-4.808666087
GeneID:64131,0.075774501,4.279100059,0.271523185,0.786734828,0.943693384,-5.696137127
GeneID:641311,0.9678006,-0.136550443,3.355335418,0.001246384,0.430342925,-1.442193362
GeneID:64132,-0.152954338,3.459973062,-1.097371409,0.275990644,0.794126015,-5.10260871
GeneID:641339,0.035265853,3.904147349,0.270737597,0.78733672,0.94395649,-5.655171934
GeneID:64135,0.614796003,5.54788223,2.433335367,0.017343016,0.563394435,-3.207610207
GeneID:641364,0.197239673,-5.601910487,0.582352193,0.562076524,0.8730908,-5.170214248
GeneID:641365,0.245771785,-6.587794672,1.159651951,0.249869913,0.794126015,-4.84947303
GeneID:641367,-0.178209999,0.410671532,-0.749475028,0.455915908,0.843938603,-5.073134616
GeneID:64137,-0.73860282,-2.63553611,-1.784806158,0.078337354,0.730487286,-4.098260913
GeneID:641371,-0.117362558,1.929463794,-0.540509749,0.590447505,0.882340263,-5.319597404
GeneID:641372,-0.241928746,-3.831646075,-0.817232102,0.416384915,0.830742112,-4.938636938
GeneID:641373,0.353874848,-4.47772866,1.241433535,0.21831515,0.794126015,-4.66274263
GeneID:641384,0.060000102,2.25777558,0.2803493,0.77998155,0.942597855,-5.450032974
GeneID:6414,-0.050481684,5.967379975,-0.162127996,0.87164116,0.967765779,-5.870531456
GeneID:64145,-0.021136539,4.322302481,-0.204552341,0.83847611,0.958191589,-5.714162774
GeneID:641451,-0.018174034,-1.160656031,-0.072678396,0.94225556,0.985489179,-5.180812023
GeneID:641455,0.118544974,-4.234477107,0.345313245,0.730825728,0.927497987,-5.14979795
GeneID:64146,0.129760011,-0.808518926,0.711041328,0.479264654,0.846925425,-5.022550499
GeneID:641467,0.158201854,-1.826634965,0.755673952,0.452212079,0.843938603,-4.962776431
GeneID:64147,0.003178466,2.338777584,0.021375661,0.98300277,0.995555554,-5.492071608
GeneID:64149,0.133927933,3.332769716,0.979691656,0.330388754,0.794126015,-5.200098156
GeneID:6415,-0.089396215,3.994314457,-0.582583574,0.561921523,0.8730908,-5.54377154
GeneID:64150,0.503278528,-5.51462801,1.432544853,0.156143897,0.794126015,-4.521271644
GeneID:64151,-0.134299263,5.147196587,-0.60852272,0.544679892,0.867035126,-5.641858389
GeneID:641515,-0.902304253,-4.568671077,-2.021200501,0.046828786,0.669380376,-3.792666005
GeneID:641516,-0.01030006,-6.404319467,-0.04206932,0.96655526,0.991981128,-5.371654923
GeneID:641517,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:641518,0.558676853,3.913649933,1.608582485,0.111910337,0.784777899,-4.551167379
GeneID:6416,0.128697852,4.672284237,1.250142997,0.215134866,0.794126015,-5.062195787
GeneID:641638,-0.013947516,-0.497330501,-0.056198273,0.955333338,0.988320556,-5.218504197
GeneID:641648,0.267028225,1.275206463,1.24971435,0.215290586,0.794126015,-4.755977763
GeneID:641649,-0.010502319,1.559773776,-0.062396284,0.950413282,0.986786282,-5.398240007
GeneID:641654,-0.060664877,-4.450666832,-0.157023761,0.875648166,0.968784114,-5.199719524
GeneID:64167,0.762575406,5.559283909,2.471511416,0.015723533,0.542956678,-3.128457987
GeneID:64168,-0.408454942,1.105296042,-1.429129026,0.157120089,0.794126015,-4.555113937
GeneID:64170,0.290245513,1.053315348,1.274660145,0.206365467,0.794126015,-4.716318611
GeneID:641700,-0.572896285,2.135023342,-2.494984884,0.014796431,0.542277373,-2.985727885
GeneID:641702,0.208080938,-6.565781303,0.982343899,0.329089529,0.794126015,-4.998401332
GeneID:64172,0.212482835,3.47995067,1.69575091,0.094081726,0.758753067,-4.390187702
GeneID:641737,-0.262033439,-1.626821894,-1.111014739,0.270111891,0.794126015,-4.742837436
GeneID:64174,0.051062865,1.575521584,0.152197083,0.879440275,0.96987143,-5.391659819
GeneID:641746,-0.459465127,-5.329597595,-1.250757359,0.214911822,0.794126015,-4.698355755
GeneID:64175,-0.07454616,6.200458117,-0.509162772,0.612133254,0.890312949,-5.780644296
GeneID:6418,-0.053752087,8.044841801,-0.360788938,0.719271688,0.924480577,-5.979906318
GeneID:64180,-0.114618901,-2.233604131,-0.260492105,0.795198233,0.945541594,-5.121752
GeneID:64184,0.351718503,-4.314708778,0.813176503,0.418691448,0.832160097,-4.962460157
GeneID:6419,-0.197255651,4.322354983,-1.624192404,0.108531398,0.778777422,-4.554513909
GeneID:641977,0.104973226,3.630086868,0.830794446,0.408727372,0.826351213,-5.350008823
GeneID:642,-0.12579895,4.884622867,-0.9732472,0.33355972,0.794126015,-5.355371671
GeneID:642006,0.053396396,-6.034877464,0.162250301,0.871545187,0.967765779,-5.331034786
GeneID:64207,0.05002104,2.197913942,0.276387171,0.783011101,0.943328058,-5.4435333
GeneID:64208,0.097048945,0.884865286,0.200433666,0.841684073,0.959146511,-5.315636627
GeneID:6421,-0.027163971,8.37827819,-0.298473798,0.766167141,0.937962247,-6.024151505
GeneID:64210,0.022116537,6.402989756,0.21585454,0.829687242,0.955396487,-5.897343369
GeneID:64211,0.151844935,-6.543767935,0.699245739,0.486561921,0.848278462,-5.18634357
GeneID:642131,1.695332848,-3.851006517,2.905196291,0.0048211,0.447240679,-2.450468829
GeneID:64215,0.255546214,5.233936016,1.828674235,0.071425043,0.718629714,-4.311131401
GeneID:64216,0.077951274,4.471344308,0.516111798,0.607294988,0.88837052,-5.628683093
GeneID:64218,0.132899588,4.991262642,0.565287299,0.573565925,0.877720684,-5.653979524
GeneID:64219,0.197637215,4.02753529,1.339798444,0.184357249,0.794126015,-4.904176429
GeneID:6422,0.830024357,3.580247639,1.501480922,0.137430786,0.794126015,-4.668769908
GeneID:64220,0.843544204,3.44739043,1.377179354,0.172554241,0.794126015,-4.811377014
GeneID:64221,0.262666335,3.130819726,1.114403861,0.26866524,0.794126015,-5.057848295
GeneID:64222,0.041169035,4.003778876,0.335509907,0.738177392,0.929675549,-5.648542958
GeneID:64223,-0.051606805,2.755562551,-0.344969011,0.731083452,0.927497987,-5.493212664
GeneID:642236,0.018597405,2.107369807,0.047409624,0.962312806,0.990709823,-5.464041679
GeneID:64224,0.32324328,5.785061048,3.726618562,0.00037402,0.430342925,0.040096406
GeneID:642249,0.107898785,-6.467492198,0.486907478,0.627744212,0.895365277,-5.281678697
GeneID:64225,0.112099501,5.3542006,0.888235625,0.377254507,0.807246241,-5.469220992
GeneID:642273,-1.38733626,-4.787309372,-3.40157912,0.001077329,0.430342925,-1.357937733
GeneID:642280,-0.138613478,1.067151142,-0.563314046,0.574901763,0.877720684,-5.222668483
GeneID:6423,-0.876656346,3.154667312,-1.704821334,0.092368004,0.75539283,-4.339219622
GeneID:64231,0.199919683,5.758851739,0.764300568,0.447086695,0.843938603,-5.596789397
GeneID:64232,0.306157289,-3.555416688,0.565278919,0.573571595,0.877720684,-5.040949103
GeneID:642345,0.251963913,-6.491047668,1.090094175,0.27916247,0.794126015,-4.905466378
GeneID:64236,0.014420718,1.892455745,0.065378555,0.948046593,0.986786282,-5.436836279
GeneID:642361,0.042427702,-6.362461053,0.187011054,0.852157051,0.962797092,-5.354505253
GeneID:642366,-0.033923587,-6.348204495,-0.14140195,0.887931626,0.971599126,-5.359943403
GeneID:642394,0.184011736,-6.523296669,0.801580371,0.425328681,0.835404907,-5.123805514
GeneID:6424,0.82035893,2.953416498,1.660021115,0.101086954,0.771610836,-4.403253129
GeneID:64240,-0.271255831,0.538787099,-0.701796204,0.484978918,0.848278462,-5.107374381
GeneID:642402,0.179887925,2.566208105,0.72902735,0.46825596,0.84446401,-5.29722617
GeneID:64241,0.229534586,-2.392267677,0.468204572,0.640996458,0.898348922,-5.068072062
GeneID:642423,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:642426,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:642441,0.679061801,-2.438347738,2.173585067,0.032893536,0.629361291,-3.613253222
GeneID:642446,0.083620582,-6.511518934,0.367780296,0.714073186,0.922750767,-5.325843893
GeneID:642475,-0.207424133,-1.958485412,-0.618092752,0.538387107,0.864000659,-5.022116365
GeneID:642477,-0.233463608,-4.412469869,-0.619745495,0.537304122,0.863376549,-5.069849463
GeneID:642484,-0.448039461,-4.764573674,-0.72301228,0.471921622,0.845080464,-5.045103926
GeneID:6425,0.10777045,-3.63073799,0.23606968,0.81402224,0.949667466,-5.135613352
GeneID:642517,-0.002498925,5.610453809,-0.011591647,0.990782197,0.997546907,-5.854281274
GeneID:642559,0.276438786,1.519588173,1.22542725,0.2242495,0.794126015,-4.79798129
GeneID:642569,0.62780849,-6.167079055,1.889977551,0.062625866,0.701205297,-3.978944231
GeneID:642587,-2.163437184,-2.777282246,-2.296036108,0.024469434,0.597934677,-3.421967517
GeneID:642597,0.175817275,-6.44547883,0.704533803,0.483282939,0.847862858,-5.176425916
GeneID:6426,-0.089192204,6.028807624,-1.002961846,0.319104986,0.794126015,-5.420116402
GeneID:642612,0.633770954,-6.343004557,2.360797635,0.020836141,0.580334466,-3.242869013
GeneID:642623,0.141021322,-6.386016523,0.523219254,0.602364507,0.886702248,-5.260430593
GeneID:642633,0.035897747,-6.453235639,0.148517701,0.882332906,0.970192845,-5.367176063
GeneID:642636,0.283192653,-3.690416239,0.628854445,0.531355454,0.860792514,-5.020454017
GeneID:642643,-0.377983301,-6.185934588,-1.182410503,0.240778776,0.794126015,-4.808774229
GeneID:642648,0.092745171,-5.5862196,0.327536751,0.744174676,0.931226034,-5.258979499
GeneID:642658,0.010028664,-0.646839974,0.026870854,0.978634127,0.99462582,-5.209651815
GeneID:642696,-0.228379775,-1.509471463,-0.922530773,0.35921076,0.795980914,-4.875503766
GeneID:6427,-0.113777319,4.129666545,-0.898539699,0.371774221,0.804245739,-5.347819934
GeneID:642757,0.010300872,2.293342259,0.053603154,0.957393901,0.988720223,-5.485823481
GeneID:642778,0.409328079,3.226736983,2.113520651,0.037882804,0.637594381,-3.708359918
GeneID:642799,0.340160985,3.869679402,1.998309621,0.04930914,0.671947191,-3.943403078
GeneID:6428,-0.07738862,6.695775211,-0.864226845,0.390219554,0.815387707,-5.589940096
GeneID:642819,0.29264879,1.062768889,1.301857492,0.196950377,0.794126015,-4.690341274
GeneID:64282,0.135214957,4.487357722,1.208783115,0.230544185,0.794126015,-5.091810303
GeneID:642826,-0.063651181,0.190498737,-0.284050948,0.777154244,0.941919606,-5.238564678
GeneID:64283,-0.149671573,4.049288801,-0.498121791,0.619856097,0.892888814,-5.591205335
GeneID:64284,0.115527187,1.568341434,0.264162481,0.792379416,0.94511557,-5.373661195
GeneID:642843,-0.058382137,0.404465501,-0.375868499,0.708075973,0.921148441,-5.232206381
GeneID:642846,-0.066854425,3.746105692,-0.305002014,0.761209626,0.936359499,-5.627082864
GeneID:64285,0.107167636,4.712946339,0.448098365,0.655374288,0.902075958,-5.681706209
GeneID:642852,-0.017625421,-4.147568001,-0.059272949,0.952892394,0.987638285,-5.18498467
GeneID:642864,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:64288,-0.174564845,1.206559117,-0.810548838,0.420189962,0.832476398,-5.099999796
GeneID:6429,-0.021188698,6.177107155,-0.208420751,0.835465566,0.957458805,-5.880071858
GeneID:642924,0.319877811,-6.198666652,1.173393996,0.244351682,0.794126015,-4.814470513
GeneID:642929,0.240448051,-6.543767935,1.050371551,0.296920856,0.794126015,-4.94199954
GeneID:642934,0.229084503,-6.521754567,1.030553662,0.306062894,0.794126015,-4.957257712
GeneID:642938,0.046598024,1.754593837,0.252412763,0.801412667,0.947516528,-5.396300559
GeneID:642943,-1.540216224,-3.117323067,-2.397503832,0.018997136,0.568576585,-3.282911858
GeneID:642946,-0.242919759,-6.039266954,-0.780703901,0.437434431,0.841486812,-5.104986904
